,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
289,tm79895,Halloween,MOVIE,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger",2007,R,109,['horror'],['US'],,tt0373883,6.0,119606.0,38.491,6.2
291,tm116324,Jackass: The Movie,MOVIE,"Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on.",2002,R,88,"['comedy', 'documentation', 'action']",['US'],,tt0322802,6.6,94423.0,25.23,6.3
292,tm39828,Semi-Pro,MOVIE,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.",2008,R,94,"['comedy', 'sport', 'european']",['US'],,tt0839980,5.8,82159.0,12.789000000000001,5.6
293,tm23935,The Lake House,MOVIE,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",2006,PG,99,"['drama', 'thriller', 'fantasy', 'romance', 'documentation']",['US'],,tt0410297,6.8,149070.0,16.31,7.0
294,tm78067,The Girl Next Door,MOVIE,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.",2007,R,91,"['crime', 'drama', 'horror', 'thriller']",['US'],,tt0830558,6.5,26293.0,13.130999999999998,6.7
295,tm95252,The Book of Eli,MOVIE,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",2010,R,118,"['scifi', 'action', 'thriller', 'drama', 'european']",['US'],,tt1037705,6.8,314920.0,30.476,6.8
296,tm32919,Blood Diamond,MOVIE,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",2006,R,143,"['drama', 'thriller', 'action']","['DE', 'US']",,tt0450259,8.0,541547.0,47.39,7.5
297,tm169949,Just Like Heaven,MOVIE,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",2005,PG-13,95,"['romance', 'drama', 'comedy', 'fantasy']",['US'],,tt0425123,6.7,108029.0,17.486,6.9
299,tm40009,21,MOVIE,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",2008,PG-13,123,"['crime', 'drama', 'history', 'thriller']",['US'],,tt0478087,6.8,249016.0,27.013,6.7
300,tm141390,Friday the 13th,MOVIE,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,2009,R,97,"['horror', 'thriller']",['US'],,tt0758746,5.5,106970.0,45.551,5.8
302,tm94606,Let Me In,MOVIE,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,2010,R,116,"['drama', 'horror', 'thriller', 'fantasy', 'european']","['GB', 'US']",,tt1228987,7.1,121008.0,22.791,6.8
303,ts15986,Dead Set,SHOW,"Zombies are rampaging throughout Britain. Blissfully unaware of gory events outside, the Big Brother housemates are in for the ultimate eviction night...",2008,TV-MA,141,"['scifi', 'reality', 'thriller', 'comedy', 'drama', 'horror', 'european']",['GB'],1.0,tt1285482,7.6,19812.0,9.68,7.3
304,tm102337,A Nightmare on Elm Street,MOVIE,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",2010,R,95,"['horror', 'thriller', 'crime', 'drama']",['US'],,tt1179056,5.2,99894.0,39.672,5.5
306,tm159901,Miss Congeniality 2: Armed and Fabulous,MOVIE,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI"". But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",2005,PG-13,115,"['action', 'comedy', 'crime']",['US'],,tt0385307,5.1,74637.0,21.495,5.7
307,tm74780,The Bucket List,MOVIE,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",2007,PG-13,97,"['drama', 'comedy', 'european']",['US'],,tt0825232,7.4,244028.0,22.0,7.2
308,ts30356,Octonauts,SHOW,"The Octonauts is a British children's television series, produced by Silvergate Media for the BBC channel Cbeebies. The series is animated in Ireland by Brown Bag Films but uses British voice actors. The TV series is based on American-Canadian children's books written by Vicki Wong and Michael C. Murphy of Meomi Design Inc.

The Octonauts follows an underwater exploring crew made up of stylized anthropomorphic animals, a team of eight adventurers who live in an undersea base, the Octopod, from where they go on undersea adventures with the help of a fleet of aquatic vehicles.

The subject matter is reminiscent of Star Trek and Thunderbirds blended with Jacques Cousteau. Although it is science fiction as regards its technology, the exotic creatures and locations that the crew encounter are real marine animals in their natural habitats.",2010,TV-Y,15,"['action', 'animation', 'comedy', 'family']",['GB'],7.0,tt1710177,7.6,1083.0,40.327,7.4
310,tm24088,Scary Movie 4,MOVIE,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",2006,PG-13,83,"['comedy', 'horror']",['US'],,tt0362120,5.1,120997.0,83.01799999999999,5.5
311,tm111600,The Sweetest Thing,MOVIE,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",2002,R,84,"['comedy', 'romance']",['US'],,tt0253867,5.1,58884.0,10.625,5.5
312,tm88045,How Do You Know,MOVIE,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",2010,PG-13,121,"['comedy', 'drama', 'romance']",['US'],,tt1341188,5.4,50383.0,9.889,5.251
313,tm78919,Mr. Bean's Holiday,MOVIE,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",2007,G,90,"['family', 'comedy', 'european']","['US', 'FR', 'DE', 'GB']",,tt0453451,6.4,125160.0,32.512,6.3
314,tm173066,The Interpreter,MOVIE,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",2005,PG-13,128,"['thriller', 'crime', 'european']","['GB', 'US', 'FR', 'DE']",,tt0373926,6.4,106781.0,12.694,6.2989999999999995
315,tm118637,John Q,MOVIE,"John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.",2002,PG-13,116,"['drama', 'thriller', 'crime']",['US'],,tt0251160,7.0,133215.0,32.229,7.121
317,tm57190,The One,MOVIE,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,2001,PG-13,87,"['thriller', 'action', 'scifi']",['US'],,tt0267804,5.9,92007.0,21.223000000000003,6.1
319,tm137362,The Texas Chainsaw Massacre,MOVIE,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",2003,R,98,"['horror', 'crime']",['US'],,tt0324216,6.2,141736.0,80.47,6.2
320,ts24028,Still Game,SHOW,Cult Scottish comedy about the lives of two OAP's (Old Age Pensioners) Jack and Victor and their views on how it used to be in the old days and how bad it is now in the fictional town of Craiglang.,2002,TV-14,29,"['comedy', 'european']",['GB'],9.0,tt0281491,8.9,7689.0,5.127999999999999,8.3
321,tm148379,The Cat in the Hat,MOVIE,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.",2003,PG,82,"['family', 'fantasy', 'comedy', 'action']",['US'],,tt0312528,4.0,82684.0,66.8,5.3
322,tm137342,Tears of the Sun,MOVIE,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",2003,R,121,"['war', 'action', 'drama', 'thriller']",['US'],,tt0314353,6.6,121957.0,43.254,6.797000000000001
323,tm90864,Due Date,MOVIE,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",2010,R,95,"['comedy', 'drama']",['US'],,tt1231583,6.5,341390.0,36.06,6.3
